每日晋级数据 TOP100
2015-12-05 晋级数据 TOP100 女子组 (总票数: 189073)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 29991 | 19.2% ] 怪盗基德(黑羽快斗) - 魔术快斗1412
[ 02 | 26348 | 16.9% ] 志村新八 - 银魂°
[ 03 | 21902 | 14.0% ] 纳兹·多拉格尼尔 - 妖精的尾巴 第二季
[ 04 | 08916 |  5.7% ] 熊耳 - 夏洛特
[ 05 | 08235 |  5.3% ] 白泽 - 鬼灯的冷彻OAD
[ 06 | 07571 |  4.9% ] 千·威斯塔利亚 - 赤发白雪姬
[ 07 | 06858 |  4.4% ] 古泉一树 - 小长门有希的消失
[ 08 | 05718 |  3.7% ] 舞子集 - 伪恋 第二季
[ 09 | 05014 |  3.2% ] 月咏(♂) - 银魂°
[ 10 | 04445 |  2.9% ] 安室透 - 名侦探柯南
[ 11 | 03306 |  2.1% ] 圆谷光彦 - 名侦探柯南
[ 12 | 02826 |  1.8% ] 阿呆 - 蜡笔小新2014剧场版
[ 13 | 02418 |  1.6% ] 耶拉姆 - 亚尔斯兰战记
[ 14 | 02290 |  1.5% ] 史蒂芬·A·斯塔菲斯 - 血界战线
[ 15 | 02277 |  1.5% ] 约修亚 - Falcom学园SC
[ 16 | 01789 |  1.1% ] 泽诺(黄龙) - 晨曦公主
[ 17 | 01753 |  1.1% ] 樱宏志(小丸子的爸爸) - 樱桃小丸子 第二季
[ 18 | 01455 |  0.9% ] 若本真吾 - 监狱学园
[ 19 | 01376 |  0.9% ] 本田丰 - 白箱
[ 20 | 01093 |  0.7% ] 真波山岳 - 飙速宅男 第二季
[ 21 | 01076 |  0.7% ] 莉安娜·威斯特 - 美妙天堂
[ 22 | 01062 |  0.7% ] 户部翔 - 我的青春恋爱物语果然有问题 第二季
[ 23 | 00921 |  0.6% ] 雾岛海人 - 在盛夏等待OVA
[ 24 | 00901 |  0.6% ] 丸井文太 - 新网球王子OVA vs Genius10
[ 25 | 00889 |  0.6% ] 虎崎葵 - 绝对双刃
[ 26 | 00786 |  0.5% ] 山崎春马 - 山田君与七个魔女
[ 27 | 00711 |  0.5% ] 田中大智 - TARI TARI OVA
[ 28 | 00645 |  0.4% ] 刃 - SHOW BY ROCK!!
[ 29 | 00555 |  0.4% ] 早川充洋 - 黑子的篮球 第三季
[ 30 | 00531 |  0.3% ] 森山由孝 - 黑子的篮球 第三季
[ 31 | 00336 |  0.2% ] 竹林孝太郎 - 暗杀教室
[ 32 | 00331 |  0.2% ] 有栖良平 - 弥留之国的爱丽丝OVA
[ 33 | 00269 |  0.2% ] Life·Sexy - 百合熊岚
[ 34 | 00227 |  0.1% ] 贝贝尔 - 翠星的加尔刚蒂亚OVA
[ 35 | 00220 |  0.1% ] 桦地崇弘 - 新网球王子OVA vs Genius10
[ 36 | 00179 |  0.1% ] 新导刻 - 卡片战斗先导者G
[ 37 | 00133 |  0.1% ] 克鲁德 - 魔神之骨
[ 38 | 00093 |  0.1% ] 山崎奖 - 宇宙战舰大和号2199 追忆的航海
[ 39 | 00092 |  0.1% ] 海鸣·阿尔卡拉斯 - 卡片战斗先导者G
[ 40 | 00079 |  0.1% ] 雾羽雄二 - 教室危机
[ 41 | 00073 |  0.0% ] 切札胜太 - 决斗大师VS
[ 42 | 00069 |  0.0% ] 龙彦 - 旋转少女
[ 43 | 00067 |  0.0% ] 步火弁 - 决斗大师VS
[ 44 | 00065 |  0.0% ] 阵内贡 - 苍穹之法芙娜EXODUS
[ 45 | 00064 |  0.0% ] 岩田新平 - 宇宙战舰大和号2199 追忆的航海

2015-12-01 晋级数据 TOP100 女子组 (总票数: 175794)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 43581 | 24.8% ] Saber - Fate/stay night [UBW]
[ 02 | 25531 | 14.5% ] 四糸乃 - 约会大作战2 TV未放送
[ 03 | 17966 | 10.2% ] 大和 - 舰队collection
[ 04 | 17883 | 10.2% ] 坂田银时(♀) - 银魂°
[ 05 | 06774 |  3.9% ] 那珂 - 舰队collection
[ 06 | 06636 |  3.8% ] 贝尔摩德 - 名侦探柯南
[ 07 | 06380 |  3.6% ] 薙切爱丽丝 - 食戟之灵
[ 08 | 05825 |  3.3% ] 高雄 - 苍蓝钢铁的琶音DC
[ 09 | 05743 |  3.3% ] 折原九瑠璃 - 无头骑士异闻录×2 承
[ 10 | 04060 |  2.3% ] 阿尼·利昂纳德 - 进击的巨人剧场版
[ 11 | 03573 |  2.0% ] 世良真纯 - 名侦探柯南
[ 12 | 03552 |  2.0% ] 桐生萌郁 - 命运石之门 聪明睿智的认知计算
[ 13 | 02890 |  1.6% ] 白木芽衣子 - 监狱学园
[ 14 | 02493 |  1.4% ] 井川绘见 - 四月是你的谎言
[ 15 | 02395 |  1.4% ] 名濑泉 - 境界的彼方 剧场版
[ 16 | 02371 |  1.3% ] 蕾莱·拉·列娜 - GATE奇幻自卫队
[ 17 | 02060 |  1.2% ] 珂玻莉 - 甘城光辉游乐园
[ 18 | 02013 |  1.1% ] 茱蒂·斯泰琳 - 名侦探柯南
[ 19 | 01712 |  1.0% ] 清水谷龙华 - 天才麻将少女 阿知贺篇SP
[ 20 | 01558 |  0.9% ] 乔伊 - 宠物小精灵XY
[ 21 | 01437 |  0.8% ] 小鸟游梢 - 迷糊餐厅 第三季
[ 22 | 01151 |  0.7% ] 织田莱香 - 要听爸爸的话OAD
[ 23 | 01016 |  0.6% ] 椎名 - 幸腹涂鸦
[ 24 | 00797 |  0.5% ] 幼女 - Venus Project Climax
[ 25 | 00772 |  0.4% ] 不倒太夫 - SHOW BY ROCK!!
[ 26 | 00713 |  0.4% ] 濑良瑞季 - 教室危机
[ 27 | 00537 |  0.3% ] 沢渡枫 - 玉响剧场版
[ 28 | 00528 |  0.3% ] 仲野羽月 - 群居姐妹
[ 29 | 00501 |  0.3% ] 仲野咲月 - 群居姐妹
[ 30 | 00344 |  0.2% ] 贝瑞塔 - 黑街
[ 31 | 00337 |  0.2% ] 新川奈绪 - 白箱
[ 32 | 00277 |  0.2% ] 安娜·古蕾曼 - CodeGeass亡国的阿基德
[ 33 | 00277 |  0.2% ] 岛津须世璃 - 依丝卡
[ 34 | 00276 |  0.2% ] 小铃 - 乌瑟的穷困生活 第三季
[ 35 | 00242 |  0.1% ] Aegis - 女神异闻录3剧场版
[ 36 | 00196 |  0.1% ] 木村夏树 - 偶像大师 灰姑娘女孩
[ 37 | 00163 |  0.1% ] 红本茜 - 其实我是
[ 38 | 00162 |  0.1% ] 大森悠子(Cure Honey) - 光之美少女happinesscharge
[ 39 | 00147 |  0.1% ] 雅绯 - 闪乱神乐OVA
[ 40 | 00146 |  0.1% ] 夏树未来 - 偶像活动剧场版
[ 41 | 00119 |  0.1% ] 满村文子 - 玉子市场 剧场版
[ 42 | 00113 |  0.1% ] 十六夜花音 - 摸索吧！部活剧 第三季
[ 43 | 00094 |  0.1% ] 小咩 - 干支魂
[ 44 | 00090 |  0.1% ] 狂卷石榴 - 夜樱四重奏OAD
[ 45 | 00090 |  0.1% ] 天羽圆 - 偶像活动 第三季
[ 46 | 00088 |  0.1% ] 鱼虎姬子 - 旋转少女
[ 47 | 00060 |  0.0% ] 阿卢埃特 - 夜之小双侠
[ 48 | 00039 |  0.0% ] 八束由纪惠 - 临时女友
[ 49 | 00036 |  0.0% ] 杜纲纯 - 潮与虎
[ 50 | 00034 |  0.0% ] 库喵 - 百万偶像
[ 51 | 00016 |  0.0% ] 友寄友子 - 健全机斗士OVA

2015-12-01 晋级数据 TOP100 男子组 (总票数: 149635)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 37937 | 25.4% ] 旗木卡卡西 - 火影忍者 疾风传
[ 02 | 20137 | 13.5% ] 塞巴斯蒂安·米卡利斯 - 黑执事 Book of Murder
[ 03 | 18791 | 12.6% ] 一条乐 - 伪恋 第二季
[ 04 | 11624 |  7.8% ] 大路饼藏 - 玉子市场 剧场版
[ 05 | 08359 |  5.6% ] 魔人布欧 - 龙珠改 魔人布欧篇
[ 06 | 06058 |  4.0% ] 大石秀一郎 - 新网球王子OVA vs Genius10
[ 07 | 05596 |  3.7% ] 赤林海月 - 无头骑士异闻录×2 承
[ 08 | 04805 |  3.2% ] 撒旦先生 - 龙珠·超
[ 09 | 03894 |  2.6% ] 谷风长道 - 希德尼娅的骑士 第二季
[ 10 | 03514 |  2.3% ] 佐藤正男 - 蜡笔小新2014剧场版
[ 11 | 03340 |  2.2% ] 冢本秀一 - 吹响！上低音号
[ 12 | 03191 |  2.1% ] 和泉小太郎 - Hybrid Child
[ 13 | 03101 |  2.1% ] 德基姆 - 死亡游行
[ 14 | 02780 |  1.9% ] 米哈伊尔 - 黑街
[ 15 | 02071 |  1.4% ] 制作人(赤羽根健治) - 偶像大师剧场版
[ 16 | 01947 |  1.3% ] 克罗·霍根 - 游戏王ARC-V
[ 17 | 01867 |  1.2% ] 维斯 - 龙珠·超
[ 18 | 01538 |  1.0% ] 朝日奈风斗 - 兄弟战争OVA
[ 19 | 01419 |  0.9% ] 银河万丈 - 那就是声优
[ 20 | 01153 |  0.8% ] 樱田遥 - 城下町的蒲公英
[ 21 | 00927 |  0.6% ] 秋山奏 - 寻找遗失的未来
[ 22 | 00753 |  0.5% ] 高坂佑马 - 敢达创战者TRY
[ 23 | 00681 |  0.5% ] 比泉圆神 - 夜樱四重奏OAD
[ 24 | 00640 |  0.4% ] 柳生宗朗 - 百花缭乱OVA
[ 25 | 00588 |  0.4% ] 早乙女拓也 - 学园Handsome OVA
[ 26 | 00356 |  0.2% ] 土方岁三 - 法兰雀丝卡
[ 27 | 00235 |  0.2% ] 卞德赞 - 魔神之骨
[ 28 | 00230 |  0.2% ] 甲斐裕次郎 - 新网球王子OVA vs Genius10
[ 29 | 00218 |  0.1% ] 岩村努 - 黑子的篮球 第三季
[ 30 | 00201 |  0.1% ] 瞬木隼人 - 闪电十一人剧场版 超次元梦幻比赛
[ 31 | 00183 |  0.1% ] 押本阳太 - 我是高宫茄乃
[ 32 | 00176 |  0.1% ] 煮付二世 - 未来卡搭档对战
[ 33 | 00174 |  0.1% ] 汤本长治 - 玉子市场 剧场版
[ 34 | 00168 |  0.1% ] 巴克科斯 - 巴哈姆特之怒
[ 35 | 00143 |  0.1% ] 十郎 - 潮与虎
[ 36 | 00127 |  0.1% ] 马特乌斯·恰拉维 - 棺姬嘉依卡 第二季
[ 37 | 00119 |  0.1% ] 德斯蒙德·鲁塔干达 - 心理测量者剧场版
[ 38 | 00109 |  0.1% ] 东方雅美 - 新网球王子OVA vs Genius10
[ 39 | 00084 |  0.1% ] 松田 - 昭和元禄落语心中OVA
[ 40 | 00081 |  0.1% ] 阿龙 - 百万偶像
[ 41 | 00072 |  0.0% ] 班长 - 白银的意志 ARGEVOLLEN
[ 42 | 00069 |  0.0% ] 鹫崎青蓝 - 展开骑士
[ 43 | 00067 |  0.0% ] 云母朔太郎 - 宝石宠物MagicalChange
[ 44 | 00056 |  0.0% ] 吉打健人 - 创圣的大天使Logos
[ 45 | 00056 |  0.0% ] 吉田 - 阿茹茉妮

2015-11-30 晋级数据 TOP100 女子组 (总票数: 144475)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 17697 | 12.2% ] 克子 - 潜行吧奈亚子F
[ 02 | 15725 | 10.9% ] 比企谷小町 - 我的青春恋爱物语果然有问题 第二季
[ 03 | 15126 | 10.5% ] 三千院凪 - 旋风管家OAD
[ 04 | 14411 | 10.0% ] 翔鹤 - 舰队collection
[ 05 | 10780 |  7.5% ] 大凤 - 舰队collection
[ 06 | 06107 |  4.2% ] 米歇拉·沃奇 - 血界战线
[ 07 | 05328 |  3.7% ] 吉野悠姬 - 食戟之灵
[ 08 | 05157 |  3.6% ] 吉川千夏 - 摇曳百合OVA
[ 09 | 04208 |  2.9% ] 都由香里 - 月刊少女野崎君OVA
[ 10 | 03910 |  2.7% ] 妮娜 - 黑街
[ 11 | 03513 |  2.4% ] 五十岚枫 - 妄想学生会OVA
[ 12 | 02927 |  2.0% ] 蕾比·马库嘎登 - 妖精的尾巴 第二季
[ 13 | 02836 |  2.0% ] 坂井和奏 - TARI TARI OVA
[ 14 | 02654 |  1.8% ] 东乡美森 - 结城友奈是勇者
[ 15 | 02647 |  1.8% ] 宫本来夏 - TARI TARI OVA
[ 16 | 02388 |  1.7% ] 白羽衣紬 - 希德尼娅的骑士 第二季
[ 17 | 02282 |  1.6% ] 野中柚希 - 新妹魔王的契约者
[ 18 | 02117 |  1.5% ] 川岛丽 - 食戟之灵
[ 19 | 02098 |  1.5% ] 樱小竹 - 樱桃小丸子 第二季
[ 20 | 01950 |  1.3% ] 白藤杏子 - 迷糊餐厅 第三季
[ 21 | 01666 |  1.2% ] 立花响 - 战姬绝唱GX
[ 22 | 01528 |  1.1% ] 乔伊·达高南池 - 玉子市场 剧场版
[ 23 | 01492 |  1.0% ] 野泽雅子 - 那就是声优
[ 24 | 01445 |  1.0% ] 柊柚子 - 游戏王ARC-V
[ 25 | 01435 |  1.0% ] 赵云子龙 - 一骑当千 Extravaganza Epoch
[ 26 | 01413 |  1.0% ] 漆原静乃 - 圣剑使的禁咒咏唱
[ 27 | 01289 |  0.9% ] 松本麻耶 - 迷糊餐厅 第三季
[ 28 | 01252 |  0.9% ] 山乃柠檬 - 在盛夏等待OVA
[ 29 | 01180 |  0.8% ] 寒河江春纪 - 恶魔之谜 TV未放送
[ 30 | 01121 |  0.8% ] 番场真昼(真夜) - 恶魔之谜 TV未放送
[ 31 | 01084 |  0.8% ] 真奈子 - 魔物娘相伴的日常
[ 32 | 00849 |  0.6% ] 艾克蕾尔·马尔迪诺基 - DOG DAYS 第三季
[ 33 | 00737 |  0.5% ] 飞鸟 - 闪乱神乐OVA
[ 34 | 00726 |  0.5% ] 佐藤沙罗 - 白箱
[ 35 | 00479 |  0.3% ] 片桐早苗 - 偶像大师 灰姑娘女孩
[ 36 | 00399 |  0.3% ] 云雀 - 闪乱神乐OVA
[ 37 | 00392 |  0.3% ] 雪城穗乃香(Cure White) - 光之美少女全明星 春季嘉年华
[ 38 | 00355 |  0.2% ] 波赛斯·戈·芭蕾丝蒂 - GATE奇幻自卫队
[ 39 | 00289 |  0.2% ] 冈崎乃理惠 - 玉响剧场版
[ 40 | 00247 |  0.2% ] 龙崎薰 - 偶像大师 灰姑娘女孩
[ 41 | 00213 |  0.1% ] 海藤南(Cure Mermaid) - Go!Princess光之美少女
[ 42 | 00155 |  0.1% ] 真境名树里 - 阿茹茉妮
[ 43 | 00141 |  0.1% ] 木灵文花 - 妖怪手表
[ 44 | 00133 |  0.1% ] 十文字华绘 - 未来卡搭档对战
[ 45 | 00115 |  0.1% ] 将陵佐喜 - 苍穹之法芙娜EXODUS
[ 46 | 00093 |  0.1% ] 友里葵 - 战姬绝唱GX
[ 47 | 00091 |  0.1% ] 泽村响子 - 境界触发者
[ 48 | 00088 |  0.1% ] 驱魔师 - 法兰雀丝卡
[ 49 | 00070 |  0.0% ] 佩尔布兰登 - 魔神之骨
[ 50 | 00070 |  0.0% ] 木下君子 - 团地友夫
[ 51 | 00067 |  0.0% ] 杰妮·德里特尔 - 暴力宇宙海贼 亚空的深渊

2015-11-30 晋级数据 TOP100 男子组 (总票数: 140023)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 18393 | 13.1% ] 音无结弦 - Angel Beats OVA
[ 02 | 16506 | 11.8% ] 枢木朱雀 - CodeGeass亡国的阿基德
[ 03 | 15427 | 11.0% ] 日向宁次 - 火影忍者 疾风传
[ 04 | 13276 |  9.5% ] 宇智波斑 - 火影忍者 疾风传
[ 05 | 10722 |  7.7% ] 萨博 - 海贼王
[ 06 | 09757 |  7.0% ] 赤井秀一 - 名侦探柯南
[ 07 | 07951 |  5.7% ] 阿尔弗雷德·F·琼斯(美/国) - 黑塔利亚 第六季
[ 08 | 07733 |  5.5% ] 绝望王 - 血界战线
[ 09 | 06823 |  4.9% ] 基尔伯特·贝什米特(普/鲁/士) - 黑塔利亚 第六季
[ 10 | 04714 |  3.4% ] 那尔撒斯 - 亚尔斯兰战记
[ 11 | 04531 |  3.2% ] 有马贵将 - 东京食尸鬼【JACK】
[ 12 | 03749 |  2.7% ] 雨宫龙胆 - 噬神者
[ 13 | 03621 |  2.6% ] 河上万齐 - 银魂°
[ 14 | 02063 |  1.5% ] 物部悠 - 铳皇无尽的法夫纳
[ 15 | 01991 |  1.4% ] 宇佐和成 - 我们大家的河合庄
[ 16 | 01943 |  1.4% ] 旗立飒太 - 如果折断她的旗OAD
[ 17 | 01400 |  1.0% ] 阿格尼 - 黑执事 Book of Murder
[ 18 | 01321 |  0.9% ] 雫石凉 - 纯情罗曼史3
[ 19 | 01234 |  0.9% ] 丸尾末夫 - 樱桃小丸子 第二季
[ 20 | 01179 |  0.8% ] 丸川正人 - 白箱
[ 21 | 00940 |  0.7% ] 武田一铁 - 排球少年剧场版
[ 22 | 00812 |  0.6% ] 藏王立 - 美男高校地球防卫部LOVE
[ 23 | 00439 |  0.3% ] 镜莲儿 - 学园Handsome OVA
[ 24 | 00413 |  0.3% ] A - 寄生兽 生命的准则
[ 25 | 00402 |  0.3% ] 斯特瑞克 - 黑街
[ 26 | 00355 |  0.3% ] 灰崎祥吾 - 黑子的篮球 第三季
[ 27 | 00354 |  0.3% ] 神谷望 - 狼少女与黑王子
[ 28 | 00281 |  0.2% ] 剑城京介 - 闪电十一人剧场版 超次元梦幻比赛
[ 29 | 00264 |  0.2% ] 尼古拉斯·王 - 心理测量者剧场版
[ 30 | 00228 |  0.2% ] 次郎 - 学园Handsome OVA
[ 31 | 00204 |  0.1% ] 直江兼续 - 战国无双
[ 32 | 00183 |  0.1% ] 石垣光太郎 - 飙速宅男 第二季
[ 33 | 00127 |  0.1% ] 雉子波瑛治 - 枕男子
[ 34 | 00108 |  0.1% ] 教练 - Venus Project Climax
[ 35 | 00092 |  0.1% ] 米屋阳介 - 境界触发者
[ 36 | 00092 |  0.1% ] 阿漕 - 旋转少女
[ 37 | 00088 |  0.1% ] 哈德森 - 吸血鬼福尔摩斯
[ 38 | 00056 |  0.0% ] 大神红莲 - 展开骑士
[ 39 | 00045 |  0.0% ] 芥火龙之介 - 旋转少女
[ 40 | 00043 |  0.0% ] 锡安·泰纳尔迪耶 - 魔弹之王与战姬
[ 41 | 00042 |  0.0% ] 无限博士 - 暴力宇宙海贼 亚空的深渊
[ 42 | 00042 |  0.0% ] 财前三雄 - 英雄银行
[ 43 | 00041 |  0.0% ] 渡辺 - 阿茹茉妮
[ 44 | 00038 |  0.0% ] 吉本雅人 - 团地友夫

2015-11-29 晋级数据 TOP100 女子组 (总票数: 156297)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 29190 | 18.7% ] 日向雏田 - 火影忍者 疾风传
[ 02 | 18323 | 11.7% ] 高町奈叶 - 魔法少女奈叶ViVid
[ 03 | 12017 |  7.7% ] 绿川花 - 监狱学园
[ 04 | 09301 |  6.0% ] 高町薇薇欧 - 魔法少女奈叶ViVid
[ 05 | 09165 |  5.9% ] 圣边琉璃 - 无头骑士异闻录×2 承
[ 06 | 08229 |  5.3% ] 寺门通 - 银魂°
[ 07 | 06787 |  4.3% ] 莎拉·肖恩 - 夏洛特
[ 08 | 06669 |  4.3% ] 爱丽克斯·贝尼迪特 - 黑街
[ 09 | 05822 |  3.7% ] 黄前麻美子 - 吹响！上低音号
[ 10 | 04491 |  2.9% ] 琉·利昂 - 在地下城寻求邂逅是否搞错了什么
[ 11 | 03610 |  2.3% ] 小玉 - 银仙
[ 12 | 03471 |  2.2% ] 安达映子 - 甘城光辉游乐园
[ 13 | 03391 |  2.2% ] 足须沙穗乃 - 漫画家与助手们OVA
[ 14 | 03090 |  2.0% ] 横山杏子 - 监狱学园
[ 15 | 02918 |  1.9% ] 艾蜜莉亚 - 无头骑士异闻录×2 承
[ 16 | 02837 |  1.8% ] 君莎 - 宠物小精灵XY
[ 17 | 02635 |  1.7% ] 冈野日向 - 暗杀教室
[ 18 | 02560 |  1.6% ] 片冈惠 - 暗杀教室
[ 19 | 02463 |  1.6% ] 时田萌子 - 若叶女孩
[ 20 | 01961 |  1.3% ] 阿妮娅·弗罗梅尔 - 在地下城寻求邂逅是否搞错了什么
[ 21 | 01551 |  1.0% ] 池田华菜 - 咲日和
[ 22 | 01419 |  0.9% ] 更级美月 - Venus Project Climax
[ 23 | 01376 |  0.9% ] 宫现 - 科学小飞侠Crowds 第二季
[ 24 | 01114 |  0.7% ] 德川千 - 百花缭乱OVA
[ 25 | 01040 |  0.7% ] 光神鲁格 - 七人魔法使
[ 26 | 00890 |  0.6% ] 成木野美香丹 - Punchline
[ 27 | 00763 |  0.5% ] 凤美煌 - 生存游戏部OVA
[ 28 | 00719 |  0.5% ] 葵梨纱 - GATE奇幻自卫队
[ 29 | 00690 |  0.4% ] 南希·李 - 忍者杀手
[ 30 | 00688 |  0.4% ] 绀野弥生 - 黑白小姐 第二季
[ 31 | 00676 |  0.4% ] 贝露丝 - 翠星的加尔刚蒂亚OVA
[ 32 | 00663 |  0.4% ] 春风木乃美 - 天真无邪的乐园OAD
[ 33 | 00636 |  0.4% ] 牡丹 - 笑傲昙天
[ 34 | 00558 |  0.4% ] 亚谢 - 甘城光辉游乐园
[ 35 | 00446 |  0.3% ] 艾尔莎 - CROSSANGE 天使与龙的轮舞
[ 36 | 00413 |  0.3% ] 北条索菲 - 美妙天堂
[ 37 | 00398 |  0.3% ] 玉子 - 依丝卡
[ 38 | 00393 |  0.3% ] 山本玲 - 宇宙战舰大和号2199 追忆的航海
[ 39 | 00368 |  0.2% ] 武藏坊弁庆 - 一骑当千 Extravaganza Epoch
[ 40 | 00358 |  0.2% ] 一之濑枫 - 偶像活动剧场版
[ 41 | 00350 |  0.2% ] 九条光(Shiny Luminous) - 光之美少女全明星 春季嘉年华
[ 42 | 00313 |  0.2% ] 河豚田海螺 - 海螺小姐
[ 43 | 00302 |  0.2% ] 柾木砂沙美树雷 - 爱·天地无用
[ 44 | 00298 |  0.2% ] 加莉·图曼 - 战姬绝唱GX
[ 45 | 00280 |  0.2% ] 美翔舞(Cure Egret) - 光之美少女全明星 春季嘉年华
[ 46 | 00279 |  0.2% ] 町子明 - 幸腹涂鸦
[ 47 | 00212 |  0.1% ] 可可 - CROSSANGE 天使与龙的轮舞
[ 48 | 00068 |  0.0% ] 沙流叶七 - 爱·天地无用
[ 49 | 00061 |  0.0% ] 蓝井泪 - 爱·天地无用
[ 50 | 00045 |  0.0% ] 豪胜爱 - 英雄银行

2015-11-29 晋级数据 TOP100 男子组 (总票数: 160135)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 38990 | 24.3% ] Archer - Fate/stay night [UBW]
[ 02 | 27702 | 17.3% ] 宇智波佐助 - 火影忍者 疾风传
[ 03 | 26096 | 16.3% ] 小智 - 宠物小精灵XY
[ 04 | 14428 |  9.0% ] 狡啮慎也 - 心理测量者剧场版
[ 05 | 09692 |  6.1% ] 本田菊(日/本) - 黑塔利亚 第六季
[ 06 | 09387 |  5.9% ] 乙坂隼翼 - 夏洛特
[ 07 | 03933 |  2.5% ] 奇拉比 - 火影忍者 疾风传
[ 08 | 03840 |  2.4% ] 宫前剑 - 月刊少女野崎君OVA
[ 09 | 03051 |  1.9% ] 苍叶 - 戏剧性谋杀 TV未放送
[ 10 | 02925 |  1.8% ] 刚田猛男 - 俺物语
[ 11 | 02777 |  1.7% ] 小山力也 - 那就是声优
[ 12 | 01782 |  1.1% ] 伊达政宗 - 战国无双
[ 13 | 01658 |  1.0% ] 丁格 - 乐园追放
[ 14 | 01580 |  1.0% ] 海雄 - 电器街的漫画店
[ 15 | 01372 |  0.9% ] 雏河翔 - 心理测量者 第二季
[ 16 | 01111 |  0.7% ] 朝日奈侑介 - 兄弟战争OVA
[ 17 | 01106 |  0.7% ] 妮乌 - 斩·赤红之瞳
[ 18 | 01027 |  0.6% ] 水坂凑太 - 天体的秩序
[ 19 | 00920 |  0.6% ] 法瓦罗·雷欧涅 - 巴哈姆特之怒
[ 20 | 00905 |  0.6% ] 凤长太郎 - 新网球王子OVA vs Genius10
[ 21 | 00810 |  0.5% ] 五十岚潮 - 山田君与七个魔女
[ 22 | 00517 |  0.3% ] 日比谷健 - 狼少女与黑王子
[ 23 | 00501 |  0.3% ] 洛伊德·欧文 - 空战魔导士候补生的教官
[ 24 | 00422 |  0.3% ] 玉木真一 - 山田君与七个魔女
[ 25 | 00405 |  0.3% ] 心内疗 - 动画心疗系
[ 26 | 00346 |  0.2% ] 仓田武雄 - GATE奇幻自卫队
[ 27 | 00329 |  0.2% ] 山田健太 - 灵感
[ 28 | 00261 |  0.2% ] 本田圭佑 - 梦幻足球手Stella OVA
[ 29 | 00253 |  0.2% ] 武田乐鸟 - 笑傲昙天
[ 30 | 00249 |  0.2% ] 克里姆·尼克 - 高达G之复国运动
[ 31 | 00223 |  0.1% ] 芽川类 - 美男高校地球防卫部LOVE
[ 32 | 00215 |  0.1% ] 金巴·拉尔 - 机动战士高达THE ORIGIN
[ 33 | 00184 |  0.1% ] 黑岩仁太郎 - 蜡笔小新2014剧场版
[ 34 | 00178 |  0.1% ] 真田明彦 - 女神异闻录3剧场版
[ 35 | 00127 |  0.1% ] 中岛登 - 法兰雀丝卡
[ 36 | 00125 |  0.1% ] 增子透 - 钻石王牌
[ 37 | 00116 |  0.1% ] 木崎怜士 - 境界触发者
[ 38 | 00115 |  0.1% ] 屍千狼 - 笑傲昙天
[ 39 | 00111 |  0.1% ] 奇异博士 - 天雷争霸 复仇者联盟
[ 40 | 00108 |  0.1% ] 维萨 - 境界触发者
[ 41 | 00082 |  0.1% ] 舞冈作吾 - 教室危机
[ 42 | 00080 |  0.0% ] 大泽木金铁 - 浦安铁筋家族 第二季
[ 43 | 00035 |  0.0% ] 手牌之君稀麻吕 - 未来卡搭档对战
[ 44 | 00032 |  0.0% ] 屯田兵 - 法兰雀丝卡
[ 45 | 00029 |  0.0% ] 席加 - 白银的意志 ARGEVOLLEN

2015-11-28 晋级数据 TOP100 女子组 (总票数: 169825)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 24573 | 14.5% ] 桐崎千棘 - 伪恋 第二季
[ 02 | 23910 | 14.1% ] 赫斯缇雅 - 在地下城寻求邂逅是否搞错了什么
[ 03 | 19619 | 11.6% ] 加贺 - 舰队collection
[ 04 | 12146 |  7.2% ] 土方十四郎(♀) - 银魂°
[ 05 | 10110 |  6.0% ] 铃木园子 - 名侦探柯南
[ 06 | 09099 |  5.4% ] 米拉杰·斯特劳斯 - 妖精的尾巴 第二季
[ 07 | 08367 |  4.9% ] 大井 - 舰队collection
[ 08 | 06957 |  4.1% ] 黑白小姐 - 黑白小姐 第二季
[ 09 | 06673 |  3.9% ] 鬼头鼓修理 - 没有黄段子存在的无聊世界
[ 10 | 05034 |  3.0% ] 野原向日葵(小葵) - 蜡笔小新2014剧场版
[ 11 | 04562 |  2.7% ] 艾丽奥诺拉·威尔塔利亚 - 魔弹之王与战姬
[ 12 | 04330 |  2.5% ] 栗原万里 - 监狱学园
[ 13 | 03873 |  2.3% ] 绢岛满 - 可塑性记忆
[ 14 | 03486 |  2.1% ] 影缝余弦 - 凭物语
[ 15 | 02585 |  1.5% ] 一子 - 鬼灯的冷彻OAD
[ 16 | 02568 |  1.5% ] 爱野美奈子 - 美少女战士Crystal
[ 17 | 02517 |  1.5% ] 白石凉子 - 那就是声优
[ 18 | 01909 |  1.1% ] 谷地仁花 - 排球少年剧场版
